ID;FullName;global_id;AdmArea;District;Address;LegalAddress;ContactPhone;Fax;Email;WebSite;Categorization;CertificateNumber;CertificateIssueDate;NumberInFederalList;CertificateValidity;NameOfAccreditedOrganization;geodata_center;geoarea
1443;"Хостел ""Деревянная сова""";876207914;Северо-Западный административный округ;район Покровское-Стрешнево;Большая Набережная улица, дом 19 корпус 2 ;;"PublicPhone:(966) 300-57-03

PublicPhone:(905) 541-96-30

";;ow.tuschinscaya@yandex.ru ;sovamsk.ru;без звезд;550013275 ;25.01.2018;550013275 ;24.01.2021;"ООО ""Бюро классификации и экспертизы""	";0101000000B98B3045B9BA4240EA78CC4065EA4B40;
1444;"Хостел ""Серебряная сова""";876227694;Северо-Западный административный округ;район Митино;Пятницкое шоссе, дом 3 ;;"PublicPhone:(965) 276-61-90

";;ow.pyatnica@gmail.com;sovamsk.ru;без звезд;550013276 ;25.01.2018;550013276 ;24.01.2021;"ООО ""Бюро классификации и экспертизы""	";0101000000CF15A58460B14240C05E61C1FDEA4B40;
1445;"Хостел ""Хрустальная сова""";876255463;Южный административный округ;Даниловский район; Павелецкая набережная, дом 4 ;;"PublicPhone:(967) 059-88-60

";;owl.cristal@gmail.com;sovamsk.ru;без звезд;550013277 ;25.01.2018;550013277 ;24.01.2021;"ООО ""Бюро классификации и экспертизы""	";0101000000B3B794F3C5D24240B7D0950854DB4B40;
1446;"Гостевой дом ""YUM YUM"" ИП Мюллер Я.Ю.";876266258;Центральный административный округ;Тверской район;Александра Невского улица, дом 27 ;;"PublicPhone:(925) 077-65-25

PublicPhone:(910) 459-53-78

";;house.yumyumhostel@gmail.com ;;без звезд; 550013284 ;26.01.2018; 550013284 ;26.01.2021;"ООО ""Академия Консалтинга и Инноваций""	";01010000008044132862CB4240A56B26DF6CE34B40;
1447;"Гостиница ""Лесная"" АО ""АМР""";876281465;Северный административный округ;район Ховрино;Клинская улица, дом 8, строение 1 ;;"PublicPhone:(495) 456-54-90

PublicPhone:(916) 429-01-15

";;hotellesnaya@mail.ru ;www.hotellesnaya.ru;без звезд;550013285 ;25.01.2018;550013285 ;25.01.2021;"ООО ""Академия Консалтинга и Инноваций""	";0101000000E4326E6AA0BF4240035E66D828EF4B40;
1448;"ОТЕЛЬ ""ВИВЬЕН""";876294850;Центральный административный округ;Красносельский район;Фридриха Энгельса улица, дом 31/35 ;;"PublicPhone:(495) 980-55-10

PublicPhone:(968) 098-28-88

";;sales@vivenhotel.ru ;www.vivenhotel.ru;две звезды ;550013167 ;11.01.2018;550013167 ;10.01.2021;"ООО ""Премьер-Дил""	";0101000000390B7BDAE1D74240F243A51133E34B40;
1449;"Хостел ""Ваш Дом на Щелковской""";876634648;Восточный административный округ;район Гольяново;Черницынский проезд, дом 7, строение 1 ;;"PublicPhone:(917) 585-19-66

";;medinar.sk@gmail.com ;;без звезд;550012975 ;04.12.2017;;04.12.2020;"ООО ""Академия Консалтинга и Инноваций""	";010100000065FCFB8C0BE5424004013274ECE84B40;
1450;"Гостиница ""ПАРК-ОТЕЛЬ ФИЛИ"" ";876696328;Западный административный округ;район Филёвский Парк;Большая Филевская улица, дом 25, строение 1 ;;"PublicPhone:(495) 150-37-32

";(495) 150-37-32;commerce@orchestra-hotels.ru ;www.fili-hotel.com;три звезды;550012560 ;05.10.2017;550012560 ;05.10.2020;"ООО ""Премьер-Дил""	";01010000007C7DAD4B8DBE4240D66EBBD05CDF4B40;
1451;"Гостиница ""Бутик-отель Минима Бауманская""";876797088;Центральный административный округ;Басманный район;Волховский переулок,, дом 23/3, строение 2 ;;"PublicPhone:(495) 777-07-88

";;Baumanskaya@minima-hotels.ru ;;три звезды; 550012557 ;15.02.2018; 550012557 ;03.10.2020;"ООО ""Отель Бизнес Консалтинг""	";01010000005E0F26C5C7D742409641B5C189E24B40;
1452;"Мини гостиница ""Парадиз""";876813449;Центральный административный округ;Басманный район;Чаплыгина улица, дом 6 ;;"PublicPhone:(926) 526-43-47

";(926) 526-43-47;6645690@mail.ru ;; три звезды ;550012591 ;02.10.2017;550012591 ;02.10.2020;"ООО ""СКАЙГЕЙТ""	";01010000009B215514AFD242409450FA42C8E14B40;
1453;"Отель ""Апельсин на Выставочной""";876828683;Центральный административный округ;Пресненский район;2-й Красногвардейский проезд, дом 6, строение 1 ;;"PublicPhone:(925) 393-30-29

";;broni@oteli-apelsin.ru ;;три звезды;550012546 ;20.08.2017;550012546 ;20.08.2020;"ООО ""СКАЙГЕЙТ""	";01010000009BAF928FDDC34240A417B5FB55E04B40;
1454;"Гостиница ""Инсайд Московский"" ООО ""ИНСАЙД СЕРВИС""";878352989;Новомосковский административный округ;поселение Московский;Хабарова улица, дом 2, вход 2, этаж 6 ;;"PublicPhone:(495) 419-17-41

";(495) 989-56-06;Info@hotelinside.ru ;www.hotelinside.ru; четыре звезды ; 550014425 ;24.05.2018; 550014425 ;23.05.2021;"ООО  ""ОТЕЛЬ-ЭКСПЕРТ РУС""	";0101000000645A9BC6F6AC42408F39CFD897CC4B40;
1455;"ОТЕЛЬ ""GARDEN HOTEL""";878353182;Зеленоградский административный округ;район Савёлки;Центральный проспект, корпус 305;;"PublicPhone:(495) 734-48-78

";;;;три звезды;550014433 ;29.05.2018;550014433 ;28.05.2021;"ООО ""Премьер-Дил""";0101000000A3906456EF9A4240A77A32FFE8FF4B40;
1456;"Гостиница Резиденция ""Третий Возраст""";878354288;Западный административный округ;район Кунцево;3-я Мякининская улица, дом 7, строение 1 ;;"PublicPhone:(495) 792-52-05

";;"manager@3age.ru; reception@3age.ru ";3age.ru;три звезды ;550014434 ;24.05.2018;550014434 ;24.05.2021;"ООО ""СКАЙГЕЙТ""	";0101000000427A8A1C22B04240B7627FD93DE74B40;
1457;"Отель ""Голливуд""";878354527;Южный административный округ;район Бирюлёво Восточное; 6-я Радиальная улица, дом 3, корпус 10 ;;"PublicPhone:(934) 888-78-88

";;gollywood.ru@yandex.ru ;;две звезды ;550014435 ;28.05.2018;550014435 ;27.05.2021;"ООО ""Бюро классификации и экспертизы""	";0101000000642310AFEBD34240D80FB1C1C2CD4B40;
1458;"хостел ""Lounge Hostel""";878354741;Центральный административный округ;Таганский район;Александра Солженицына улица, дом 1/5 ;;"PublicPhone:(968) 039-90-09

";;loungetaganka@mail.ru ;;без звезд;550014437 ;25.05.2018;550014437 ;24.05.2021;"ООО ""Бюро классификации и экспертизы""	";01010000000F441669E2D3424010E9B7AF03DF4B40;
1459;"Гостиница ""Династия на Таганке""";878355210;Центральный административный округ;Таганский район;Тетеринский переулок, дом 12, строение 4 ;;"PublicPhone:(929) 545-88-81

";;www.dynasty-hotels.com ;;три звезды ;550014438 ;24.05.2018;550014438 ;24.05.2021;"ООО ""Эксперт Консалт Груп""	";010100000077A04E7974D342406072A3C85ADF4B40;
1460;"Хостел ""Марианна"" на Энгельса";878360057;Центральный административный округ;Басманный район;Фридриха Энгельса улица,  дом 36, строение 1 ;;"PublicPhone:(925) 517-18-57

PublicPhone:(925) 509-22-43

";;5062177@rambler.ru;;без звезд;550014441 ;24.05.2018;550014441 ;24.05.2021;"ООО ""Эксперт Консалт Груп""	";01010000007B2DE8BD31D84240B4E386DF4DE34B40;
1461;"Гостиница ""Хостелы Рус - Измайловский Парк"" ";878360085;Восточный административный округ;район Измайлово;Измайловский проезд, дом 14, корпус 2 ;;"PublicPhone:(916) 333-12-70

";;hostelizmailovskypark@gmail.com ;hostelizmailovskypark.ru;без звезд;550014444;24.05.2018;550014444;24.05.2021;"ООО ""СКАЙГЕЙТ""	";0101000000AC014A438DE24240823CBB7CEBE54B40;
1462;"Хостел ""Хостелы Рус-Медведково""";878360600;Северо-Восточный административный округ;район Северное Медведково;Полярная улица, дом 54, корпус 2, помещение VI, VII ;;"PublicPhone:(985) 770-22-33

";;hostelsrusmedvedkovo@gmail.com ;;без звезд;550014462 ;23.05.2018;550014462 ;23.05.2021;"ООО ""Академия Консалтинга и Инноваций""";010100000057ED9A90D6D24240FBEAAA402DF24B40;
1463;"Мини-отель ""Мираж""";878360760;Северо-Восточный административный округ;район Отрадное;Юрловский проезд, дом 14, корпус1, этаж 1, помещение XV ;;"PublicPhone:(499) 174-47-98

";;miragelit4@mail.ru ;;три звезды ;550014464 ;25.05.2018;550014464 ;24.05.2021;"ООО ""СК Отель Менеджмент""	";01010000001F86562767CE4240661536035CF04B40;
1464;"СРЕДСТВО РАЗМЕЩЕНИЯ ""LANDMARK GUEST HOUSE""/""LANDMARK ГОСТЕВОЙ ДОМ""";878366894;Центральный административный округ;Тверской район;Большой Каретный переулок, дом 22, строение 2;;"PublicPhone:(499) 653-70-44

PublicPhone:(985) 286-87-77

";;;;без звезд; 550014476 ;30.05.2018; 550014476 ;29.05.2021;"ООО ""Премьер-Дил""	";010100000094FB1D8A02CF42403EAE0D15E3E24B40;
1465;"Хостел ""The Secret Place""";878367132;Восточный административный округ;район Перово;Электродная улица, дом 2, строение 20 ;;"PublicPhone:(963) 975-13-44

";;mmm76500555@yandex.ru;;без звезд; 550014478;25.05.2018; 550014478;25.05.2021;"ООО  ""СКАЙГЕЙТ""	";01010000002CBB6070CDDF4240C82764E76DE04B40;
1466;"Хостел ""Караван, дом 26 А литера А""";878409758;Западный административный округ;район Кунцево;1-я Мякиниская цлица, дом 26А, литера А ;;"PublicPhone:(965) 129-64-54

";;klag@yandex.ru ;www.hostel-caravan.moscow/;без звезд;550014480 ;28.05.2018;550014480 ;24.05.2021;"АНО ""Евразийское агентство технического регулирования и метрологии""";0101000000D6E1E82ADDAF424084F068E388E74B40;
1467;"Хостел ""Караван, дом 26 А литера Б""";878410019;Западный административный округ;район Кунцево; 1-я Мякиниская улица, дом 26А, литера Б ;;"PublicPhone:(965) 129-64-54

";;klag@yandex.ru ;www.hostel-caravan.moscow/;без звезд;550014481 ;28.05.2018;550014481 ;24.05.2021;"АНО ""Евразийское агентство технического регулирования и метрологии""	";0101000000D6E1E82ADDAF424084F068E388E74B40;
1468;"Гостиница ООО ""Веста""";878410203;Юго-Восточный административный округ;район Текстильщики;11-я улица Текстильщиков, дом 9 ;;"PublicPhone:(499) 176-93-00

";;vestagostinica@yandex.ru ;;без звезд;550014484 ;25.05.2018;550014484 ;25.05.2021;"ООО  ""СКАЙГЕЙТ""	";010100000097C5C4E6E3DE4240853E58C686DA4B40;
1469;"Гостиница ""Москва""";878410215;Центральный административный округ;Тверской район;Охотный ряд улица, дом 2 ;;"PublicPhone:(495) 259-20-00

";;info@dekmos.com ;;пять звезд ;550014491 ;25.05.2018;550014491 ;24.05.2021;"АО  ""Всероссийский научно-исследовательский институт сертификации""	";0101000000B8CB7EDDE9CE42400D8E9257E7E04B40;
1470;"средство размещения ""Хостел на Волгоградке""";878410336;Юго-Восточный административный округ;Южнопортовый район;Волгоградский проспект, дом 32, корпус 13 ;;"PublicPhone:(964) 577-00-99

";;bizneslegion17@mail.ru ;hostelvolgogradka.ru;без звезд; ;29.05.2018;550014510;28.05.2021;"АНО ""Центр развития социального и культурно-познавательного туризма""	";01010000001903EB387ED8424027D9EA724ADC4B40;
1471;"Бутик отель ""Русские сезоны""";878410704;Центральный административный округ;Тверской район; Дегтярный переулок, дом 8, строение 2 ;;"PublicPhone:(985) 338-82-60

";;vitaliy.gorlenko@gmail.com;;пять звезд ;550014515 ;29.05.2018;550014515 ;29.05.2021;"ООО ""СКАЙГЕЙТ""	";0101000000F77475C762CD42404B00FE2955E24B40;
1472;"Гостиница ""КАПСУЛЬНЫЙ ОТЕЛЬ HOMEBOX"" ";878414903;Западный административный округ;район Дорогомилово;Студенческая улица, дом 32 ;;"PublicPhone:(495) 115-02-45

";;1150245@mail.ru ;;без звезд;550014522 ;29.05.2018;550014522 ;29.05.2021;"ООО  ""СКАЙГЕЙТ""	";01010000006728EE7893C54240B1A6B228ECDE4B40;
1473;"Хостел ""Country Hostel""";878469059;Северный административный округ;район Беговой;3-я улица Ямского Поля, дом 30 ;;"PublicPhone:(968) 354-41-22

";;countryhostelmsk@gmail.com;www.countryhostel.ru;без звезд;550014529 ;31.05.2018;550014529 ;31.05.2021;"Российская Гостиничная Ассоциация	";010100000011548D5E0DCA4240A25EF0694EE44B40;
1474;"Апарт-отель ""SALT CITY MOSCOW""";878470606;Северо-Западный административный округ;район Митино;Митинская улица, дом 16 ;;"PublicPhone:(921) 405-45-88

";;info@apartsaltcity.ru ;;без звезд;550014531 ;30.05.2018;550014531 ;29.05.2021;"ООО ""Тест-С.-Петербург""";010100000082AB3C81B0AF4240F0880AD5CDEB4B40;
1475;"Мини-отель ""PRESNYA-CINEMA HOTEL""";878490902;Центральный административный округ;Пресненский район;Малая Грузинская улица, дом 38, квартира 139 ;;"PublicPhone:(917) 537-66-80

";;Oby@inbox.ru ;;без звезд;550014537 ;30.05.2018;550014537 ;30.05.2021;"ООО ""Бюро классификации и экспертизы""	";01010000001EFE9AAC51C942401878EE3D5CE24B40;
1476;"ХОСТЕЛ ""YES SPORT""";878491132;Центральный административный округ;район Хамовники;Фрунзенская 1-я улица, дом 6 ;;"PublicPhone:(926) 199-99-90

";;79261999990@yandex.ru ;;без звезд;550014559 ;31.05.2018;550014559 ;31.05.2021;"ООО ""СКАЙГЕЙТ""	";0101000000D36BB3B112CB4240D6A9F23D23DD4B40;
1477;"Гостиница ""Халва"" Индивидуального предпринимателя Зозулевой И.В.";878491373;Восточный административный округ;район Гольяново;Монтажная улица,дом 13 ;;"PublicPhone:(926) 837-53-08

";;Halvahotel@gmail.com ;halvahotel.ru; две звезды;550014560 ;01.06.2018;550014560 ;31.05.2021;"ООО ""Эксперт Хоспиталити Групп""	";0101000000C74961DEE3E24240F357C85C19E84B40;
1478;"Гостиница ""Полесье 2""";878491424;Восточный административный округ;район Сокольники;Короленко улица, дом 1, корпус 4 ;;"PublicPhone:(499) 268-70-12

";;g.polesie2@yandex.ru ;;без звезд;550014561;31.05.2018;550014561;31.05.2021;"ООО  ""СКАЙГЕЙТ""	";01010000005B9544F641D842409DB81CAF40E64B40;
1479;Средство размещения «Апартаменты YE`S Daily Moscow»;878491526;Северо-Западный административный округ;район Митино;Митинская улица, дом 16, помещение 1618;;"PublicPhone:(495) 181-99-00

";;info-msk@yesapart.com;www.yesapart.com;без звезд;без звезд;04.06.2018;без звезд;03.06.2021;"АНО ""Центр развития социального и культурно-познавательного туризма""";010100000082AB3C81B0AF4240F0880AD5CDEB4B40;
1480;"хостел ""Arbat Rooms""";878491550;Центральный административный округ;район Арбат;Арбат улица, дом 6/2 ;;"PublicPhone:(495) 988-52-53

";;vento@ventomos.ru ;;без звезд;550014571 ;01.06.2018;550014571 ;31.05.2021;"ООО ""Бюро классификации и экспертизы""";01010000009016670C73CC424034BBEEAD48E04B40;
1481;"Хостел ""Дворик""";878491707;Юго-Восточный административный округ;район Люблино;проспект 40 лет Октября, дом 7, строение 2 ;;"PublicPhone:(926) 180-79-52

";;naim8080@mail.ru ;;без звезд;550014577 ;04.06.2018;550014577 ;03.06.2021;"ООО ""Бюро классификации и экспертизы""	";0101000000FAEC80EB8ADF4240DFC14F1C40D74B40;
1482;"Гостиница ""Рандеву"" ";878491742;Юго-Восточный административный округ;район Выхино-Жулебино;Рязанский проспект, дом 89, корпус 1, комната 9 ;;"PublicPhone:(999) 797-77-78

";;biznes-alians17@mail.ru ;;две звезды;550014587 ;05.06.2018;550014587 ;03.06.2021;"ООО ""Стар Лайн""	";01010000009929ADBF25EA4240A9A5B915C2DA4B40;
1483;"Хостел ""Уютный дом в Бирюлево""";878492291;Южный административный округ;район Бирюлёво Западное;Подольских курсантов улица, дом 24А ;;"PublicPhone:(499) 670-45-00

";;hostelgroup@mail.ru ;;без звезд;550014592 ;01.06.2018;550014592 ;21.05.2021;"ООО ""Стар Лайн""	";010100000048E2E5E95CD14240350D8AE601CC4B40;
1484;"Хостел ""Гнездо Китай-Город"" ИП Савиев А.М. ";878493176;Центральный административный округ;Басманный район; Солянка улица, дом 12-14 ;;"PublicPhone:(985) 993-11-01

";; gnezdo.china@yandex.ru;www.101hotels.ru/main/cities/moskva/hostel_gnezdo_kitay-gorod.htm;без звезд;550014601 ;06.06.2018;550014601 ;31.05.2021;"ООО  ""Строим Отель""	";010100000017F549EEB0D142407AE2395B40E04B40;
1485;"Гостиница ""Полесье 2"" ИП Журавлева Е.С.";878495068;Центральный административный округ;Басманный район;1-й Басманный переулок, дом 5/20 ;;"PublicPhone:(966) 197-93-44

";;g.polesie2@yandex.ru ;;без звезд;550014606 ;01.06.2018;550014606 ;01.06.2021;"ООО ""СКАЙГЕЙТ""	";0101000000E15E99B7EAD44240BF823463D1E24B40;
1486;"Хостел ""Олимпийский 22""";878495348;Центральный административный округ;Мещанский район;Олимпийский проспект, дом 22 ;;"PublicPhone:(925) 676-45-11

";;hostelolimpic22@bk.ru ;olimpic22.ru;без звезд;550014633 ;07.06.2018;550014633 ;07.06.2021;"ООО ""Юридическое агентство Персона Грата""";010100000030D63730B9CF42407D76C075C5E44B40;
1487;"Дизайн-отель ""Чайковский"" ООО ""КЛЕПА""";878495631;Центральный административный округ;Пресненский район;Большая Садовая улица, дом 2/46, строение1 ;;"PublicPhone:(915) 225-33-44

";(499) 232-96-56;deshotel.tchaikovsk@gmail.com ;chaikovsky-hotel.ru;три звезды ;550014635 ;06.06.2018;550014635 ;03.06.2021;"ООО ""Строим Отель""	";0101000000562B137EA9CB4240B1FA230C03E24B40;
1488;"гостиница ""МИНИ ОТЕЛЬ СИТИ СТАР""";878495902;Юго-Восточный административный округ;Южнопортовый район;6-я Кожуховская улица,  дом 3, корпус 2 ;;"PublicPhone:(903) 779-47-85

";; hotel177@yandex.ru ;www.citystarhotel.ru;три звезды ; 550014636 ;12.06.2018; 550014636 ;12.06.2021;"ООО  ""СКАЙГЕЙТ""	";0101000000302DEA93DCD74240DF32A7CB62DA4B40;
1489;"средство размещения ""RADISSON BLU OLYMPIYSKIY HOTEL, MOSCOW""";878499887;Центральный административный округ;Мещанский район;Самарская улица, дом 1;;"PublicPhone:(495) 221-77-77

";(495) 221-76-76;info@premier-deal.ru ;;пять звезд;550014640 ;08.06.2018;550014640 ;07.06.2021;"ООО  ""Премьер-Дил""	";01010000006AA4A5F276D04240D5EC815660E44B40;
1490;"Хостел ""Сокольники""";878504164;Восточный административный округ;район Сокольники;Рыбинский переулок, дом 6 ;;"PublicPhone:(925) 569-45-94

";; for89851106295@gmail.com ;;без звезд;550014646 ;07.06.2018;550014646 ;05.06.2021;"ООО ""Стар Лайн""	";0101000000116E32AA0CD5424057CF49EF1BE54B40;
1491;"Хостел ""Моника""";878656656;Центральный административный округ;Мещанский район; Щепкина улица, дом 60/2, строение 2 ;;"PublicPhone:(966) 059-07-07

";;otelmonika@gmail.com;;без звезд; 550014659 ;07.06.2018; 550014659 ;05.06.2021;"ООО ""Стар Лайн""	";01010000008ACDC7B5A1D042405C77F35487E44B40;
1492;"Пансионат ФБУ ""ЦКБ ГА""";878656887;Северо-Западный административный округ;район Покровское-Стрешнево;Иваньковское шоссе, дом 7, строение 4 ;;"PublicPhone:(495) 490-04-39

";;GACKBpansionat@yandex.ru ;;без звезд;550014680 ;05.06.2018;550014680 ;05.06.2021;"ООО ""Академия Консалтинга и Инноваций""";010100000049BA66F2CDBA42409274CDE49BE94B40;
1493;"Мини-отель ""Мир Арбата""";878657013;Центральный административный округ;район Арбат;Поварская улица, дом 10, строение 1, офис 501 ;;"PublicPhone:(499) 399-34-54

";;2637849@mail.ru ;;без звезд;550014682 ;06.06.2018;550014682 ;06.06.2021;"АНО  ""Центр развития социального и культурно-познавательного туризма""";0101000000151C5E1091CC4240A872DA5372E04B40;
1494;Гостиница De Art 13;878657183;Юго-Восточный административный округ;район Лефортово; Душинская улица, дом 14 ;;"PublicPhone:(925) 402-38-26

";;deart13@inbox.ru ;deart-13.ru;четыре звезды ;550014683 ;05.06.2018;550014683 ;05.06.2021;"ООО ""СКАЙГЕЙТ""	";010100000043FF04172BDA42405C9198A086DF4B40;
1495;"средство размещения ""Хостел на Садовнической"" ИП Тульчинский В.С.";878657208;Центральный административный округ;район Замоскворечье; Садовническая улица, дом 78, строение 7 ;;"PublicPhone:(925) 050-20-90

";;9250502090@mail.ru ;vla-ser.ru;без звезд; 550014688 ;07.06.2018; 550014688 ;06.06.2021;"ООО ""Строим Отель""";0101000000E9EE3A1BF2D14240D0D1AA9674DE4B40;
1496;"Хостел ""Nice Hostel Belorusskaya""";878660317;Северный административный округ;район Беговой;3-я улица Ямского Поля, дом 24, этаж 1, помещение 1 ;;"PublicPhone:(800) 505-16-57

";;;www.nicehostel.ru;одна звезда; 550014698 ;08.06.2018; 550014698 ;07.06.2021;"АНО ""Центр развития социального и культурно-познавательного туризма""	";01010000005E656D533CCA42408EE9094B3CE44B40;
1497;"гостиница ""Радио Отель""";878666153;Центральный административный округ;Басманный район;улица Радио, дом 14, строение 1 ;;"PublicPhone:(499) 261-91-90

";;radiohotelpecherskaya@yandex.ru ;;три звезды ;550014712 ;07.06.2018;550014712 ;07.06.2021;"ООО ""Академия Консалтинга и Инноваций""	";010100000004013274ECD642402AABE97AA2E14B40;
1498;"Апартотель ""Апартаменты Арбат Хаус на Большой Никитской"" ИП Набиева Алла Иттифаг кызы";878668446;Центральный административный округ;Пресненский район;улица Большая Никитская, дом 31 ;;"PublicPhone:(495) 697-24-05

";;reception@arbat-house.com ;www.arbat-house.com/apartments;четыре звезды;550014713 ;28.05.2018;550014713 ;27.05.2021;"ООО ""ОТЕЛЬ ЭКСПЕРТ-СТОЛИЦА""	";0101000000A0A52BD846CC42407C48F8DEDFE04B40;
1499;"Апартотель ""Апартаменты Арбат Хаус на Поварской"" ООО ""РУ Отель""";878668716;Центральный административный округ;район Арбат;Поварская улица, дом 27 ;;"PublicPhone:(495) 697-08-64

";(495) 697-24-05;reception@arbat-house.com ;www.arbat-house.com/apartments;три звезды ;550014714 ;29.05.2018;550014714 ;28.05.2021;"ООО  ""ОТЕЛЬ ЭКСПЕРТ-СТОЛИЦА""	";01010000000D350A4966CB4240D8463CD9CDE04B40;
1500;"средство размещения ""Хостел на Волгоградке (корпус 2)""";878669085;Юго-Восточный административный округ;Южнопортовый район;Волгоградский проспект, дом 32, корпус 2 ;;"PublicPhone:(967) 293-45-45

";; bizneslegion17@mail.ru ;hostelvolgogradka.ru;без звезд;550014726 ;09.06.2018;550014726 ;08.06.2021;"АНО ""Центр развития социального и культурно-познавательного туризма""	";01010000005DC136E2C9E44240D200DE0209DA4B40;
1501;"Мини-отель ""ШОКОТЕЛЬ ЮГО-ЗАПАД""";878670164;Западный административный округ;район Тропарёво-Никулино;улица Покрышкина, домовладение 8, помещение LXX ;;"PublicPhone:(971) 524-07-07

";;hotel@bentley.cc ;www.shokotel.ru;без звезд; 550014736 ;13.06.2018; 550014736 ;13.06.2021;"Российская Гостиничная Ассоциация	";0101000000842D76FBACBC4240E77283A10ED54B40;
1502;"Хостел ""Макаров""";878673430;Центральный административный округ;район Замоскворечье;Садовническая улица, дом 22, строение 2 ;;"PublicPhone:(917) 526-43-12

";;makarovhostel@gmail.com ;;без звезд;550014739 ;09.06.2018;550014739 ;08.06.2021;"АНО ""Евразийское агентство технического регулирования и метрологии""";0101000000187D0569C6D042406552431B80DF4B40;
1503;"Хостел ""Гостевой дом Лосинка""";878673831;Северо-Восточный административный округ;Лосиноостровский район;улица Шушенская, дом 3, корпус 2, офис 4 ;;"PublicPhone:(968) 867-09-95

";;gal-vasil@yandex.ru ;;без звезд;550014754 ;13.06.2018;550014754 ;13.06.2021;"ООО ""СКАЙГЕЙТ""	";01010000000C40A374E9D74240DBC4C9FD0EEF4B40;
1504;"Хостел ""Меридиан"" на Фортунатовской";878674104;Восточный административный округ;район Соколиная Гора;Фортунатовская улица, дом 10 ;;"PublicPhone:(985) 875-81-10

";; hostelmeridian@yandex.ru ;;без звезд;550014773 ;15.06.2018;550014773 ;14.06.2021;"ООО ""Стар Лайн""	";0101000000284701A260DE42405F0B7A6F0CE54B40;
1505;"Гостиница ""Хостел HotelHot Перово""";878674464;Восточный административный округ;район Перово;2-я Владимирская улица, дом 26А;;"PublicPhone:(499) 136-63-73

";;info@hotelhot.ru ;;без звезд;550014776 ;13.06.2018;550014776 ;13.06.2021;"ООО ""СКАЙГЕЙТ""";010100000030A182C30BE44240F819170E84E04B40;
1506;"Гостиница ""Марко""";878675029;Юго-Западный административный округ;район Черёмушки;улица Гарибальди, дом 6 ;;"PublicPhone:(495) 643-88-88

";;markohotel2017@gmail.com ;www.marko-hotel.ru;три звезды;550014784 ;13.06.2018;550014784 ;12.06.2021;"ООО ""Стар Лайн""	";01010000001CF0F96184C442406CE8667FA0D64B40;
1507;Хостел «All MUSIC hotels&hostels» («В мире музыки»);878675434;Центральный административный округ;Тверской район;улица Садовая Триумфальная, дом 12/14 ;;"PublicPhone:(495) 745-29-90

";;hr@avexx.ru ;www.allmusichotels.com;без звезд;550014791 ;14.06.2018;550014791 ;13.06.2021;"ООО ""ОТЕЛЬ-ЭКСПЕРТ РУС""	";01010000004D327216F6CC424015731074B4E24B40;
1508;"Гостиница ""Династия Парк Лефортово""";878675595;Юго-Восточный административный округ;район Лефортово; улица Красноказарменная, дом 3А ;;"PublicPhone:(929) 545-88-81

";;flane@inbox.ru ;www.dynasty-hotels.com;три звезды;550014792 ;14.06.2018;550014792 ;14.06.2021;"ООО ""Эксперт Консалт Груп""	";0101000000CC423BA759D8424092E9D0E979E14B40;
1509;"гостиница ""Рассвет""";878675712;Южный административный округ;район Нагатино-Садовники; Каширское шоссе, дом 13, корпус 2 ;;"PublicPhone:(903) 288-78-50

";;a.t.a.grup@yandex.ru ;;без звезд;550014794 ;18.06.2018;550014794 ;17.06.2021;"ООО ""Бюро классификации и экспертизы""	";010100000041102043C7D042404546072461D54B40;
1510;"гостиница ""Отель-Уют""";878675889;Западный административный округ;Можайский район;улица Беловежская, дом 21, корпус 2 ;;"PublicPhone:(964) 596-60-69

";;hafiz_turk@mail.ru ;;без звезд;550014795 ;08.06.2018;550014795 ;07.06.2021;"ООО ""Академия Консалтинга и Инноваций""	";0101000000D3BEB9BF7AB242409B02999D45DB4B40;
1511;"отель ""Шуховская дача"" ООО ""Пандора""";878861963;Южный административный округ;Даниловский район;улица Татищева, дом 3 ;;"PublicPhone:(495) 664-96-36

";;mail@shuhov-dacha.ru ;;две звезды ;550014803 ;12.06.2018;550014803 ;12.06.2021;"ООО ""Академия Консалтинга и Инноваций""	";010100000022E010AAD4CE4240F2B0506B9ADB4B40;
1512;"хостел ""#MainHostels"" (Хамовники)";878862062;Центральный административный округ;район Хамовники;Малый Власьевский переулок, дом 14/23, квартира 17 ;;"PublicPhone:(985) 171-08-08

";;mainhostel01@gmail.com;;без звезд; 550014804 ;15.06.2018; 550014804 ;15.06.2021;"ООО ""Бюро классификации и экспертизы""	";0101000000E2783E03EACB4240D2C77C40A0DF4B40;
1513;"хостел ""#MainHostels"" (Арбат)";878862202;Центральный административный округ;район Арбат;улица Арбат, дом 4, строение 1, квартира 17 ;;"PublicPhone:(985) 171-08-08

";;mainhostel01@gmail.com ;;без звезд;550014805 ;15.06.2018;550014805 ;15.06.2021;"ООО ""Бюро классификации и экспертизы""	";0101000000365CE49EAECC4240B665C0594AE04B40;
1514;"гостиница ""Броско""";878862226;Центральный административный округ;район Арбат;улица Новый Арбат, дом 21, строение 2 ;;"PublicPhone:(905) 792-13-62

";;om@arium-hotel.com ;;пять звезд ;550014807 ;15.07.2018;550014807 ;14.06.2021;"ООО ""Бюро классификации и экспертизы""	";01010000006FF1F09E03CB4240B03A72A433E04B40;
